,word,frequency
12209,oozed,1
12210,hacking,2
12211,breathed,4
12212,tidings,1
12213,gloated,1
12214,cackled,1
12215,scheming,1
12216,shone,1
12217,succulent,1
12218,foo,10
12219,pranced,2
12220,aromatic,1
12221,swiped,1
12222,lilac,2
12223,monument,1
12224,coon,3
12225,mammoth,25
12226,bluegrass,1
12227,nicknamed,1
12228,wren,5
12229,stucked,2
12230,corned,1
12231,trickling,1
12232,neath,1
12233,bass,14
12234,scan,18
12235,fibbed,1
12236,spluttered,1
12237,twas,5
12238,nestled,1
12239,skit,9
12240,norm,3
12241,clatter,1
12242,thankful,2
12243,drat,2
12244,holed,1
12245,precariously,2
12246,perched,2
12247,purplish,3
12248,ret,1
12249,smoothest,1
12250,iciest,1
12251,deedy,1
12252,trumpeted,3
12253,advisor,3
12254,scanned,2
12255,slyly,2
12256,watchful,2
12257,banzai,6
12258,plopped,2
12259,prey,6
12260,slinked,2
12261,glared,3
12262,privately,2
12263,twinkly,1
12264,hovering,1
12265,sobbing,1
12266,unaware,2
12267,lunged,1
12268,hungrily,2
12269,mani,6
12270,irving,2
12271,exhilarating,1
12272,plod,1
12273,swampy,1
12274,pricky,1
12275,creaky,1
12276,sloosh,3
12277,reedy,1
12278,whirred,1
12279,zing,5
12280,roamed,5
12281,wintry,2
12282,distantly,2
12283,forked,4
12284,grasped,1
12285,sunning,2
12286,concerted,1
12287,bolly,4
12288,descriptive,2
12289,caviar,1
12290,sneered,3
12291,consulted,1
12292,unloaded,1
12293,feverish,1
12294,achy,2
12295,availability,1
12296,pitman,1
12297,garnets,1
12298,garnet,1
12299,dispenser,1
12300,blinky,2
12301,princessed,1
12302,decked,1
12303,pock,2
12304,misty,1
12305,slithery,1
12306,defecating,2
12307,sharpened,6
12308,fidgeting,1
12309,deciding,2
12310,sposed,3
12311,hyperventilating,1
12312,inquired,3
12313,boar,8
12314,okapi,3
12315,tamarin,3
12316,directed,4
12317,gurgled,3
12318,advised,3
12319,tapir,5
12320,flurried,2
12321,blurbed,1
12322,gnu,4
12323,burbled,1
12324,barometer,1
12325,nervously,2
12326,grinned,1
12327,ruffled,1
12328,shrieked,3
12329,opal,1
12330,trudging,1
12331,trudged,1
12332,jingling,2
12333,laddie,1
12334,snowfall,2
12335,sunlit,3
12336,snorkeler,1
12337,abyss,2
12338,moray,1
12339,gulper,3
12340,barracuda,7
12341,cuttlefish,1
12342,goby,3
12343,boxfish,1
12344,marlin,5
12345,hagfish,1
12346,oily,3
12347,confirm,3
12348,viperfish,1
12349,tubelike,1
12350,spew,1
12351,lipper,3
12352,pipper,2
12353,newsletter,2
12354,philharmonic,6
12355,apparel,1
12356,showered,3
12357,bathed,2
12358,toweled,3
12359,briefs,1
12360,silk,9
12361,streaked,2
12362,cummerbund,4
12363,tuxedo,3
12364,velvet,5
12365,backstage,1
12366,viola,1
12367,harpist,2
12368,percussion,3
12369,podium,1
12370,silently,2
12371,chandelier,6
12372,piccolo,5
12373,cleft,2
12374,autumnal,1
12375,yellowy,1
12376,decade,1
12377,included,4
12378,epoch,1
12379,mastodon,3
12380,vast,1
12381,abundant,1
12382,relatively,2
12383,enabled,1
12384,preserved,1
12385,tundra,4
12386,hunted,2
12387,scientific,1
12388,machairodont,4
12389,pierce,3
12390,herbivore,1
12391,obtain,1
12392,hoofed,1
12393,effective,2
12394,procrastinating,1
12395,attest,1
12396,pastime,2
12397,atop,1
12398,mooth,2
12399,rafting,1
12400,aquiver,2
12401,spleet,1
12402,umpire,1
12403,brink,1
12404,beanbags,1
12405,raptor,3
12406,hourglass,1
12407,windup,3
12408,speckly,1
12409,longs,1
12410,ebony,1
12411,vain,1
12412,jeweled,2
12413,madly,1
12414,stepdaughter,1
12415,dearly,2
12416,huntsman,2
12417,trusting,1
12418,caring,1
12419,believing,1
12420,manor,1
12421,elegance,1
12422,eligible,1
12423,attend,1
12424,unspoiled,1
12425,rename,2
12426,briar,9
12427,wildflower,5
12428,offended,2
12429,pricks,1
12430,uneventful,1
12431,longing,1
12432,romance,1
12433,woodland,2
12434,heartbroken,1
12435,adventurous,1
12436,headstrong,1
12437,impulsive,1
12438,composer,1
12439,infested,1
12440,temptation,1
12441,flotsam,1
12442,jetsam,1
12443,whata,1
12444,husk,1
12445,frasier,1
12446,joked,2
12447,fishnapped,1
12448,manta,1
12449,strummed,1
12450,kelp,6
12451,lunchroom,1
12452,inking,1
12453,plankton,2
12454,petrie,11
12455,tenderheart,1
12456,elaborate,1
12457,brazil,3
12458,marc,1
12459,siphoning,1
12460,yuckster,1
12461,lilliest,2
12462,declined,3
12463,purist,1
12464,sweetened,1
12465,soften,2
12466,extract,1
12467,tikka,1
12468,vinaigrette,5
12469,excite,1
12470,mildewy,1
12471,squishiest,1
12472,amphibian,3
12473,silliness,2
12474,defiantly,1
12475,dismount,1
12476,fend,1
12477,wheezy,1
12478,inventor,2
12479,threatened,3
12480,roughest,1
12481,charmed,1
12482,ruckus,1
12483,introductory,1
12484,phenomenal,1
12485,stanza,1
12486,composition,1
12487,stray,1
12488,workshop,3
12489,taxied,1
12490,refueled,1
12491,memorized,4
12492,sheepishly,1
12493,chugaching,1
12494,galloping,1
12495,slay,1
12496,demise,1
12497,antennae,4
12498,roomie,3
12499,intake,1
12500,croaked,3
12501,defecate,2
12502,electrified,1
12503,aflowing,1
12504,bungee,2
12505,recordable,1
12506,mandarin,1
12507,famine,1
12508,untrusting,1
12509,scholar,4
12510,drifted,5
12511,curiosity,2
12512,seasoned,1
12513,richer,2
12514,villager,1
12515,mung,2
12516,taro,1
12517,banquet,1
12518,folklore,2
12519,retelling,2
12520,tradition,1
12521,enlightenment,1
12522,seeking,1
12523,prominent,1
12524,bestow,1
12525,wealth,1
12526,prosperity,2
12527,longevity,1
12528,trident,4
12529,dinglehopper,1
12530,lectured,1
12531,fundraising,1
12532,lowered,1
12533,disapproved,1
12534,scolded,1
12535,dreamily,1
12536,lagoon,12
12537,marrying,2
12538,defeated,1
12539,selfishness,1
12540,blankster,1
12541,troupe,1
12542,shuffle,6
12543,depressed,1
12544,tormenting,1
12545,stilly,2
12546,probability,1
12547,dib,2
12548,deeply,1
12549,government,3
12550,cordial,1
12551,scanty,1
12552,chuckling,1
12553,triumphantly,1
12554,dependable,1
12555,remarked,1
12556,abridged,1
12557,laney,20
12558,sparkled,3
12559,scowled,1
12560,coldly,1
12561,displaying,1
12562,romped,1
12563,increased,1
12564,tenfold,1
12565,slang,2
12566,colloquial,1
12567,phonetically,1
12568,transcribed,2
12569,ballooning,1
12570,gradual,1
12571,physics,2
12572,reporting,1
12573,acidic,1
12574,singsongy,1
12575,psychiatrist,1
12576,needless,1
12577,videotaping,3
12578,culinary,1
12579,institute,1
12580,shortbread,1
12581,puffy,5
12582,depressive,1
12583,bipolar,1
12584,sugary,4
12585,bulldog,4
12586,intrepid,1
12587,aircraft,3
12588,kamikaze,2
12589,simulated,1
12590,observation,3
12591,sworn,1
12592,revolution,1
12593,titanic,1
12594,torch,2
12595,taying,1
12596,hind,3
12597,fossilized,3
12598,evolved,1
12599,simulation,1
12600,incense,2
12601,elm,1
12602,slab,1
12603,amateur,1
12604,ghoul,1
12605,pulitzer,1
12606,gob,2
12607,rockefeller,1
12608,marquee,1
12609,newyorker,1
12610,urban,3
12611,regress,1
12612,disliked,1
12613,affordable,2
12614,extravaganza,1
12615,ode,1
12616,poetry,3
12617,backbone,1
12618,intersperse,1
12619,snoozing,5
12620,denkner,2
12621,abort,1
12622,savoring,1
12623,adjust,13
12624,ambient,2
12625,idiosyncratic,1
12626,shrill,5
12627,constrictor,7
12628,briefest,1
12629,maney,1
12630,palatable,1
12631,disguising,3
12632,confiscate,1
12633,dika,1
12634,punchy,5
12635,takeroffer,2
12636,duckaling,1
12637,waddled,2
12638,clunked,4
12639,blocky,4
12640,yneed,1
12641,buckwheat,1
12642,titmouse,2
12643,nash,2
12644,audio,7
12645,fluoride,8
12646,saliva,2
12647,energetically,1
12648,trend,1
12649,socket,4
12650,labeled,1
12651,aspect,1
12652,representing,1
12653,inducing,1
12654,thirtyish,1
12655,lowa,5
12656,booky,1
12657,sheepish,2
12658,accessible,1
12659,absorb,1
12660,flax,7
12661,brioche,1
12662,vigorous,1
12663,earnest,1
12664,supervision,3
12665,hullabaloo,5
12666,prosody,1
12667,mikado,1
12668,transmitter,40
12669,daddle,1
12670,twiddle,1
12671,twaddle,1
12672,faddle,2
12673,spittle,1
12674,spattle,1
12675,summery,1
12676,bledder,2
12677,hypothesis,2
12678,retrieve,2
12679,tweeting,3
12680,wasabi,1
12681,boinked,4
12682,randomly,1
12683,soggiest,2
12684,yolky,12
12685,shoveled,3
12686,replugging,1
12687,precarious,1
12688,mana,1
12689,mangi,2
12690,fana,1
12691,folly,1
12692,analogy,2
12693,churr,3
12694,reliving,1
12695,harming,1
12696,keena,1
12697,camouflaged,5
12698,clinical,1
12699,cumulative,1
12700,fastidious,3
12701,miker,1
12702,access,5
12703,fiend,4
12704,burly,5
12705,sorriest,1
12706,panning,1
12707,retrieval,1
12708,renegade,1
12709,consternation,1
12710,conflagration,1
12711,capturing,2
12712,thyme,2
12713,dingaringaring,2
12714,pes,1
12715,talkie,3
12716,wriggle,2
12717,amongst,4
12718,athlete,4
12719,frequent,1
12720,greeting,2
12721,snape,1
12722,ingenious,2
12723,expired,4
12724,haircutting,1
12725,blowdrying,1
12726,blowdried,1
12727,cosmos,6
12728,sedum,3
12729,borage,2
12730,sanga,1
12731,separator,1
12732,massaging,5
12733,munga,4
12734,vim,23
12735,vigor,22
12736,pith,3
12737,erg,1
12738,buoy,4
12739,aru,1
12740,generic,2
12741,dion,5
12742,tch,5
12743,snarling,1
12744,sp,9
12745,poorly,1
12746,cedar,4
12747,feared,1
12748,lark,4
12749,thunderous,1
12750,commit,2
12751,preface,1
12752,transition,2
12753,accurately,2
12754,frequently,3
12755,poley,1
12756,pitter,16
12757,patter,16
12758,mala,11
12759,pommy,1
12760,converting,1
12761,griddle,3
12762,inspect,2
12763,dainkner,1
12764,cuff,1
12765,sudder,1
12766,kookaburra,10
12767,prerecorded,1
12768,cassowary,11
12769,villainess,2
12770,flamenco,2
12771,musketeer,9
12772,kimono,2
12773,reschedule,1
12774,aging,3
12775,resume,4
12776,superhero,8
12777,muzzle,16
12778,musk,2
12779,utter,3
12780,sorting,17
12781,fisted,2
12782,reinspected,1
12783,dealt,1
12784,devasion,4
12785,octavation,1
12786,gog,10
12787,grog,2
12788,grating,4
12789,imminently,2
12790,lina,1
12791,portion,1
12792,annoy,1
12793,distress,1
12794,disable,2
12795,spirally,1
12796,assigning,1
12797,loon,9
12798,howl,1
12799,geranium,1
12800,untwisted,1
12801,hairband,1
12802,positively,1
12803,washable,4
12804,nasturtium,1
12805,desolate,1
12806,stumping,2
12807,solemnly,1
12808,bemoaning,1
12809,customary,2
12810,rue,2
12811,quilted,4
12812,moping,1
12813,dankner,3
12814,frail,2
12815,thistly,1
12816,wherefore,1
12817,manner,2
12818,rightly,2
12819,millet,5
12820,footrest,1
12821,reciting,1
12822,scrubadubdubbing,1
12823,compatible,1
12824,bate,2
12825,arnica,4
12826,scarface,4
12827,oat,7
12828,chorus,8
12829,redoing,1
12830,ticker,1
12831,julio,1
12832,limpet,3
12833,unpredictable,1
12834,lyric,1
12835,josie,1
12836,reptile,7
12837,acoming,2
12838,klunked,1
12839,remaking,1
12840,unlocking,1
12841,startling,3
12842,barlow,3
12843,overrun,1
12844,mourn,1
12845,forwarded,1
12846,obscure,1
12847,bale,7
12848,knack,32
12849,swapped,1
12850,mas,1
12851,maw,1
12852,humper,7
12853,flossy,2
12854,uncooked,1
12855,ooched,1
12856,ooching,23
12857,mummer,2
12858,papupper,1
12859,stabilize,7
12860,efficient,1
12861,approved,2
12862,burble,2
12863,unlucky,2
12864,shooter,6
12865,soles,2
12866,splitter,5
12867,dilapidated,1
12868,zel,3
12869,ere,4
12870,craving,1
12871,fatten,1
12872,intristing,1
12873,devious,1
12874,joyfully,1
12875,tufted,2
12876,yucca,1
12877,lather,1
12878,yap,17
12879,fetched,2
12880,veil,6
12881,uninvited,2
12882,bundler,2
12883,wretch,2
12884,tolerance,2
12885,equation,1
12886,reduce,1
12887,exaggeration,1
12888,approach,4
12889,rigid,1
12890,insomnia,1
12891,inability,1
12892,unlatch,1
12893,religiously,1
12894,yoke,4
12895,waned,1
12896,waddy,2
12897,pasteurization,1
12898,solidarity,1
12899,hampered,1
12900,splurge,2
12901,commission,1
12902,elt,1
12903,grot,2
12904,quat,2
12905,tot,2
12906,mott,1
12907,bibi,3
12908,swearing,1
12909,macaque,12
12910,organic,11
12911,importantly,2
12912,grated,2
12913,snare,1
12914,morphing,1
12915,horrendously,1
12916,outgrowing,1
12917,magnetic,8
12918,splattered,2
12919,fondly,1
12920,appointed,1
12921,depended,1
12922,chai,5
12923,rummage,3
12924,eyelid,3
12925,examination,7
12926,wringler,2
12927,examining,2
12928,zed,2
12929,gwed,1
12930,dwed,1
12931,untest,2
12932,unquest,1
12933,twig,2
12934,bedbed,5
12935,jostled,3
12936,yostled,1
12937,yostling,2
12938,reposition,1
12939,dal,13
12940,yan,1
12941,ringler,1
12942,mahatma,4
12943,dhoti,2
12944,shouldna,1
12945,swampthing,1
12946,indicator,2
12947,yelp,4
12948,aardvark,2
12949,nostril,1
12950,negotiate,1
12951,nebulous,1
12952,nit,1
12953,squasher,2
12954,utility,3
12955,drowning,3
12956,locksmith,1
12957,snuffly,1
12958,jag,1
12959,sniffly,2
12960,roosting,1
12961,sufficiently,1
12962,whating,3
12963,amaranth,5
12964,nematode,3
12965,recovering,1
12966,blossom,6
12967,restriction,1
12968,noncooking,1
12969,marinated,1
12970,lemony,1
12971,garlicky,3
12972,paddock,1
12973,tastier,1
12974,hybrid,1
12975,breaded,2
12976,sucrose,1
12977,ownership,1
12978,partial,1
12979,drought,1
12980,tolerant,1
12981,germinate,1
12982,transplant,1
12983,fanatic,1
12984,default,1
12985,fidelity,1
12986,allegedly,2
12987,manual,5
12988,scrubadubbed,1
12989,barbershop,1
12990,snarly,2
12991,vacuuming,17
12992,hunning,1
12993,pope,4
12994,chive,1
12995,jiggler,1
12996,seedling,3
12997,soothing,1
12998,baffle,3
12999,transporting,1
13000,rawring,10
13001,jama,1
13002,factoring,1
13003,excessively,1
13004,otoscope,3
13005,overcast,2
13006,canceling,1
13007,eucalyptus,4
13008,affected,5
13009,humidity,7
13010,coriander,1
13011,porning,1
13012,jorning,2
13013,croc,1
13014,floaty,2
13015,flooded,1
13016,thwacking,1
13017,mallard,20
13018,teal,1
13019,egret,4
13020,gull,5
13021,throated,5
13022,beacon,3
13023,charlesriver,1
13024,jamboree,6
13025,reoccur,1
13026,seam,1
13027,ominous,1
13028,deterrent,1
13029,wishful,3
13030,repelled,1
13031,renewal,1
13032,calibrated,2
13033,thickness,1
13034,engaging,1
13035,residue,1
13036,sclaiming,3
13037,milling,1
13038,loofing,1
13039,pajumming,1
13040,budging,2
13041,implying,1
13042,upgrading,1
13043,stabilizing,2
13044,baronial,1
13045,sumptuous,1
13046,pung,1
13047,unstable,2
13048,ostensibly,1
13049,puffin,7
13050,luxury,2
13051,cirrhosis,1
13052,googling,1
13053,refrigerated,2
13054,marketing,1
13055,icebox,1
13056,overly,2
13057,sal,9
13058,partridge,3
13059,traction,1
13060,crystallized,1
13061,semicrystallized,1
13062,harbour,2
13063,appealing,2
13064,polyphenol,1
13065,kingfisher,7
13066,nevertheless,1
13067,herded,1
13068,shooing,1
13069,hissing,3
13070,hissed,1
13071,kraft,2
13072,journal,2
13073,spooned,1
13074,liquidy,1
13075,atlas,4
13076,truffle,1
13077,bourbon,1
13078,spammed,1
13079,inquiry,1
13080,clog,2
13081,mangy,1
13082,resigned,1
13083,blair,1
13084,brunswick,1
13085,supposition,1
13086,abner,6
13087,goldy,4
13088,yodel,2
13089,puzzling,1
13090,shapely,1
13091,whitish,1
13092,birch,2
13093,hustle,2
13094,calculated,1
13095,crowding,1
13096,ellipse,1
13097,methodical,1
13098,pouf,1
13099,reassure,1
13100,exhibited,1
13101,pickerel,1
13102,straddle,2
13103,courtin,1
13104,upright,6
13105,cumin,1
13106,emmet,2
13107,waar,1
13108,yoyoing,1
13109,uzzer,1
13110,chiming,2
13111,brewing,1
13112,turmeric,1
13113,dicing,1
13114,organizing,2
13115,swelled,1
13116,lathered,1
13117,improvised,1
13118,gumma,3
13119,wherer,1
13120,dustbuster,1
13121,stumped,1
13122,tidily,5
13123,wanned,2
13124,unpacked,1
13125,almon,2
13126,hardwood,1
13127,squelch,2
13128,muslin,1
13129,shavings,2
13130,perambulator,1
13131,scuffling,1
13132,skirting,1
13133,ventured,1
13134,cautiously,1
13135,hearth,3
13136,syringe,6
13137,foster,1
13138,transmitting,1
13139,transmit,2
13140,twansmitter,1
13141,surfboard,5
13142,surf,5
13143,flattening,1
13144,hibernating,3
13145,prodigal,2
13146,paprika,5
13147,nag,3
13148,camilla,1
13149,sag,1
13150,spicier,2
13151,misunderstanding,2
13152,cotuit,5
13153,trivet,1
13154,keel,2
13155,cardiac,1
13156,innovation,1
13157,mime,6
13158,unusually,1
13159,frightful,2
13160,location,1
13161,pinking,1
13162,parentheses,2
13163,unsalted,1
13164,bulging,1
13165,trashed,2
13166,strategy,1
13167,reuse,3
13168,hemming,1
13169,metallic,5
13170,smudge,3
13171,balsamic,1
13172,glaze,1
13173,seared,1
13174,bouillabaisse,1
13175,doodling,2
13176,photocopier,2
13177,hale,2
13178,toeing,2
13179,photocopying,2
13180,didjer,1
13181,guernsey,4
13182,eczema,7
13183,nocturnal,3
13184,brewster,7
13185,para,2
13186,laminate,2
13187,yodeling,1
13188,replacing,2
13189,unhappiness,1
13190,unto,2
13191,interval,1
13192,treadmill,13
13193,nonfunctioning,1
13194,inhale,2
13195,rodney,2
13196,woopeeling,1
13197,combining,2
13198,framed,1
13199,poaching,1
13200,waltzing,9
13201,grubby,2
13202,mernemer,2
13203,stubbed,7
13204,veterinary,17
13205,pharmacy,5
13206,bandaged,1
13207,scammed,1
13208,interference,2
13209,unmouthed,1
13210,photocopy,1
13211,wallow,1
13212,therapist,1
13213,browse,2
13214,raping,1
13215,retail,1
13216,niled,5
13217,welcoming,3
13218,committee,3
13219,flossing,2
13220,incoherent,1
13221,lorry,15
13222,positioned,3
13223,puzzler,2
13224,signet,1
13225,harden,1
13226,zinger,1
13227,category,3
13228,autobahn,1
13229,overlooking,1
13230,carved,9
13231,diagonal,2
13232,auster,1
13233,hyacinth,2
13234,blossoming,1
13235,organically,1
13236,technology,1
13237,certified,1
13238,dunny,1
13239,gag,5
13240,reflex,2
13241,juvenile,4
13242,birdseed,4
13243,moldy,2
13244,commuter,1
13245,highness,1
13246,trenchant,3
13247,peripheral,1
13248,earthly,4
13249,mird,1
13250,triage,1
13251,bink,5
13252,disattached,1
13253,repellent,1
13254,gauge,1
13255,overgrown,1
13256,discount,1
13257,chlorine,3
13258,grandparent,1
13259,fracture,1
13260,barefeeted,1
13261,glided,1
13262,aground,1
13263,undersea,1
13264,skimmer,5
13265,debris,1
13266,fewer,1
13267,partially,1
13268,environmental,1
13269,herbal,3
